id,shipped_qty,shipment_headers_id,bl_awb_no,ship_date,po_details,purchase_item_name,purchase_item_id,po_number,unit_chg_weight_g,total_chg_weight_g,total_shipment_weight_g,total_shipment_cost_jpy,allocated_shipment_cost_jpy,unit_shipment_cost_jpy
077217aa-66cc-4cc7-9cea-2b2ed044a5db,56,a1e2604f-8152-4263-9f07-c679404b7388,DQS2954260EQ,2025/3/25,9a544564-cb24-4270-bafd-bc2f0111d69b,商品本体　お食事エプロン　クマ,recl7bY5IwTzVNL0T,PO-0020,285.18,15970,80706,17003,3365,60
0e4b51ea-8b1e-4aad-9e42-587e03992f93,44,a1e2604f-8152-4263-9f07-c679404b7388,DQS2954260EQ,2025/3/25,24dbe91a-b681-4dd2-985f-074830e256a9,商品本体　お食事エプロン　オリーブ,recRJI2sL2nD7DWOg,PO-0020,285.18,12548,80706,17003,2644,60
b49aa6ff-250d-4210-b44e-cf8a83851a18,98,a1e2604f-8152-4263-9f07-c679404b7388,DQS2954260EQ,2025/3/25,eeb73484-c93e-433a-9510-de1505224106,商品本体　お食事エプロン　はたらくくるま,recd2UG1uBWdKGIb3,PO-0020,285.18,27948,80706,17003,5888,60
3ab7bc5f-bf43-4e3c-831e-970ff15023a4,42,a1e2604f-8152-4263-9f07-c679404b7388,DQS2954260EQ,2025/3/25,eccc88b5-0929-4ebb-b0bc-af1d4044f43f,商品本体　お食事エプロン　海,recuZ1ITBNc9oYzMa,PO-0020,285.18,11978,80706,17003,2523,60
f2becfd3-b5c7-4b2e-b3d2-1dc26d3b081d,2,f724fab0-5814-4878-ba66-705fbe1894ae,DQS2958567EQ,2025/5/26,f0e0bc6c-42c6-4e13-abe9-531593b08311,商品本体　お食事エプロン　恐竜,rec8DZQ2DuEkCb6ty,PO-0016,285.18,570,146868,31034,121,60
9d67cd23-7329-4ee5-9689-2e0ec29f7837,1,f724fab0-5814-4878-ba66-705fbe1894ae,DQS2958567EQ,2025/5/26,6648c6b0-417b-4a6b-8972-f707f0b30ae3,商品本体　お食事エプロン　ユニコーン,recQiqx2fKF1geIDx,PO-0019,285.18,285,146868,31034,60,60
dd34c897-e5e9-4266-9947-4015fa7703fa,8,f724fab0-5814-4878-ba66-705fbe1894ae,DQS2958567EQ,2025/5/26,eeb73484-c93e-433a-9510-de1505224106,商品本体　お食事エプロン　はたらくくるま,recd2UG1uBWdKGIb3,PO-0020,285.18,2281,146868,31034,482,60
3f4b0b99-3bd3-47ef-815b-df15a31a586c,1,f724fab0-5814-4878-ba66-705fbe1894ae,DQS2958567EQ,2025/5/26,9a544564-cb24-4270-bafd-bc2f0111d69b,商品本体　お食事エプロン　クマ,recl7bY5IwTzVNL0T,PO-0020,285.18,285,146868,31034,60,60
68e27948-f67e-4b0b-a149-546a756e33fb,90,f724fab0-5814-4878-ba66-705fbe1894ae,DQS2958567EQ,2025/5/26,221f13fb-7f1f-48ea-b017-b983aac68ec1,商品本体　お食事エプロン　クマ,recl7bY5IwTzVNL0T,PO-0022,285.18,25666,146868,31034,5423,60
829d9fe5-00ac-4ad6-b703-4dcefb77ed92,76,f724fab0-5814-4878-ba66-705fbe1894ae,DQS2958567EQ,2025/5/26,4c451104-bbfd-49c4-8193-fbdb0ce5279c,商品本体　お食事エプロン　トラ,rec7J4fctwb7CReZy,PO-0022,285.18,21674,146868,31034,4580,60
c297e178-37f5-4019-9678-6de40b85a29a,99,f724fab0-5814-4878-ba66-705fbe1894ae,DQS2958567EQ,2025/5/26,22b9ae35-0518-4626-ad5a-e4fd3076b643,商品本体　お食事エプロン　恐竜,rec8DZQ2DuEkCb6ty,PO-0022,285.18,28233,146868,31034,5966,60
39e9dccd-ff44-4b67-9445-84d4bb6d1ed6,85,f724fab0-5814-4878-ba66-705fbe1894ae,DQS2958567EQ,2025/5/26,d891e6b1-c271-4ea8-910e-8502584177b1,商品本体　お食事エプロン　オリーブ,recRJI2sL2nD7DWOg,PO-0022,285.18,24240,146868,31034,5122,60
7c1c8984-05c1-4e39-b7af-69d19bbc0afd,103,f724fab0-5814-4878-ba66-705fbe1894ae,DQS2958567EQ,2025/5/26,24eb97da-8e54-4a65-a030-fa836866a8e3,商品本体　お食事エプロン　はたらくくるま,recd2UG1uBWdKGIb3,PO-0022,285.18,29374,146868,31034,6207,60
b1bc1adc-dc2c-4b26-b717-4220386b234a,50,f724fab0-5814-4878-ba66-705fbe1894ae,DQS2958567EQ,2025/5/26,efc43849-ba8c-4bba-bd99-090e904a323b,商品本体　お食事エプロン　海,recuZ1ITBNc9oYzMa,PO-0022,285.18,14259,146868,31034,3013,60
daa429c1-c17c-473e-984d-07b3a23b8ab1,6,352057e8-52a9-4536-bc93-820e69ecd91c,DQS2960266EQ,2025/7/7,d891e6b1-c271-4ea8-910e-8502584177b1,商品本体　お食事エプロン　オリーブ,recRJI2sL2nD7DWOg,PO-0022,285.18,1711,160556,29361,313,52
dec4c81f-ddec-4a76-8664-50933328d526,7,352057e8-52a9-4536-bc93-820e69ecd91c,DQS2960266EQ,2025/7/7,22b9ae35-0518-4626-ad5a-e4fd3076b643,商品本体　お食事エプロン　恐竜,rec8DZQ2DuEkCb6ty,PO-0022,285.18,1996,160556,29361,365,52
e60f4c9b-5da1-4941-9bf4-ae54c9bdc1b6,8,352057e8-52a9-4536-bc93-820e69ecd91c,DQS2960266EQ,2025/7/7,221f13fb-7f1f-48ea-b017-b983aac68ec1,商品本体　お食事エプロン　クマ,recl7bY5IwTzVNL0T,PO-0022,285.18,2281,160556,29361,417,52
