id,shipped_qty,shipment_headers_id,bl_awb_no,ship_date,po_details,purchase_item_name,purchase_item_id,po_number,unit_chg_weight_g,total_chg_weight_g,total_shipment_weight_g,total_shipment_cost_jpy,allocated_shipment_cost_jpy,unit_shipment_cost_jpy
bcdd0b78-c51a-4cf8-ad6d-1fba1c1a396d,2,352057e8-52a9-4536-bc93-820e69ecd91c,DQS2960266EQ,2025/7/7,24eb97da-8e54-4a65-a030-fa836866a8e3,商品本体　お食事エプロン　はたらくくるま,recd2UG1uBWdKGIb3,PO-0022,285.18,570,160556,29361,104,52
8e39bee7-5f06-4b3a-8cff-932b8286d8d8,60,352057e8-52a9-4536-bc93-820e69ecd91c,DQS2960266EQ,2025/7/7,37205df2-82af-4e49-98ac-98f2c4818f81,商品本体　お食事エプロン　恐竜,rec8DZQ2DuEkCb6ty,PO-0024,285.18,17111,160556,29361,3129,52
8935f6d2-34c4-41e0-8b83-ac7b4a3f83fd,67,352057e8-52a9-4536-bc93-820e69ecd91c,DQS2960266EQ,2025/7/7,498e90ac-9cbd-4fc9-acaf-d1ad43112fc6,商品本体　お食事エプロン　クマ,recl7bY5IwTzVNL0T,PO-0024,285.18,19107,160556,29361,3494,52
b3db4faf-8d49-4efe-88eb-9b5ff5b81fb3,77,352057e8-52a9-4536-bc93-820e69ecd91c,DQS2960266EQ,2025/7/7,89668b09-ab30-4a9c-8546-a6ac1c6b9143,商品本体　お食事エプロン　オリーブ,recRJI2sL2nD7DWOg,PO-0024,285.18,21959,160556,29361,4016,52
b94a1464-b298-42b3-adb6-2123f3d043f2,29,352057e8-52a9-4536-bc93-820e69ecd91c,DQS2960266EQ,2025/7/7,0a77d6b2-9b9a-4ced-a960-7b15009f1e63,商品本体　お食事エプロン　トラ,rec7J4fctwb7CReZy,PO-0024,285.18,8270,160556,29361,1512,52
39dee064-0c2d-4ff8-822d-c8dbf46b9e88,60,352057e8-52a9-4536-bc93-820e69ecd91c,DQS2960266EQ,2025/7/7,20dc3823-c2ba-4828-b137-651c32b99dd4,商品本体　お食事エプロン　ユニコーン,recQiqx2fKF1geIDx,PO-0024,285.18,17111,160556,29361,3129,52
5b53a50a-946d-4406-94c8-374cdb791b39,118,352057e8-52a9-4536-bc93-820e69ecd91c,DQS2960266EQ,2025/7/7,2535019b-efd5-4e7b-894b-d5e940ccb5f1,商品本体　お食事エプロン　うさぎ,recEJgejSNETzOZ8a,PO-0024,285.18,33651,160556,29361,6154,52
18ce190d-e3af-44b6-8943-c7331a5d8a44,129,352057e8-52a9-4536-bc93-820e69ecd91c,DQS2960266EQ,2025/7/7,50ef7d99-c143-4ebe-8946-9ab39bdf7899,商品本体　お食事エプロン　はたらくくるま,recd2UG1uBWdKGIb3,PO-0024,285.18,36788,160556,29361,6727,52
02a8c6d1-027d-404e-ae94-b3081aef28e1,1,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,50ef7d99-c143-4ebe-8946-9ab39bdf7899,商品本体　お食事エプロン　はたらくくるま,recd2UG1uBWdKGIb3,PO-0024,285.18,285,199626,34168,49,49
84088306-8904-40bc-823f-1078ba5da96f,1,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,37205df2-82af-4e49-98ac-98f2c4818f81,商品本体　お食事エプロン　恐竜,rec8DZQ2DuEkCb6ty,PO-0024,285.18,285,199626,34168,49,49
1d37fc4c-2586-4072-9d63-9da7ea875b11,1,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,0a77d6b2-9b9a-4ced-a960-7b15009f1e63,商品本体　お食事エプロン　トラ,rec7J4fctwb7CReZy,PO-0024,285.18,285,199626,34168,49,49
3f619d98-28d4-4973-9d3a-f0a0a7f13924,1,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,89668b09-ab30-4a9c-8546-a6ac1c6b9143,商品本体　お食事エプロン　オリーブ,recRJI2sL2nD7DWOg,PO-0024,285.18,285,199626,34168,49,49
872ba7aa-356e-48b4-97f9-8ca662550f4f,1,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,498e90ac-9cbd-4fc9-acaf-d1ad43112fc6,商品本体　お食事エプロン　クマ,recl7bY5IwTzVNL0T,PO-0024,285.18,285,199626,34168,49,49
912fe847-99b4-4fe2-b1b8-3dc4d055ba2f,30,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,8588dad2-46ee-4ec7-95ec-629e15c35c9f,商品本体　お食事エプロン　ユニコーン,recQiqx2fKF1geIDx,PO-0026,285.18,8555,199626,34168,1464,49
fe5f6e83-0def-419b-b1d6-50325d9b591e,83,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,449f6acb-82af-42be-813a-8782c26179ef,商品本体　お食事エプロン　クマ,recl7bY5IwTzVNL0T,PO-0026,285.18,23670,199626,34168,4051,49
e21918b5-c404-415c-a98f-8ee9aa9e66d0,96,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,a0429cb4-6355-4d8f-bf6c-412fadda325a,商品本体　お食事エプロン　うさぎ,recEJgejSNETzOZ8a,PO-0026,285.18,27377,199626,34168,4686,49
40df7d31-70af-4bad-b3f4-4ee020019ca4,204,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,4a290f34-c994-4cce-9286-bce180cafb03,商品本体　お食事エプロン　はたらくくるま,recd2UG1uBWdKGIb3,PO-0026,285.18,58177,199626,34168,9958,49
8da6b8af-f0f7-49ee-8801-1d5af593ebfd,-1,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,a0429cb4-6355-4d8f-bf6c-412fadda325a,商品本体　お食事エプロン　うさぎ,recEJgejSNETzOZ8a,PO-0026,285.18,-285,199626,34168,-49,49
8ed77dd4-5901-4d99-a17a-466a3db59be9,78,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,827fbbe7-b486-45a2-8a05-baf45c5464f5,商品本体　お食事エプロン　トラ,rec7J4fctwb7CReZy,PO-0026,285.18,22244,199626,34168,3807,49
ecab505b-6be0-400b-95b9-8cf9f4264a13,58,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,117229a0-8699-4fb9-a66a-d9d1e211372d,商品本体　お食事エプロン　恐竜Ｂ,rec4Tag8KXQM4IyWk,PO-0026,285.18,16540,199626,34168,2831,49
e0159237-70ea-4de9-b232-cab13c984332,147,21515089-66bd-4f35-9cd6-b471f106dc5f,DQS2962481EQ,2025/8/7,39da7024-6b3d-4630-96fa-2f9e6bcc4a7a,商品本体　お食事エプロン　恐竜,rec8DZQ2DuEkCb6ty,PO-0026,285.18,41921,199626,34168,7175,49
